Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
31374,636.401,219.865394,182.0088637,1.207992784,0.5609945201,31604,199.8664991,0.7691968226,0.9927224402,0.9734598624,0.9090402791,0.007007885319,0.002951883796,0.826354229,0.9982299459,SEKER
31530,638.857,213.7856543,188.0664823,1.136755746,0.4755356415,31791,200.3627781,0.7689493708,0.9917901293,0.9707927387,0.9372133912,0.006780388657,0.003226920697,0.8783689406,0.9984909399,SEKER
31573,674.103,217.3070261,185.4482507,1.171793345,0.5212683904,32197,200.499357,0.7569647567,0.9806193124,0.873118507,0.922654737,0.006882685398,0.003076766545,0.8512917637,0.9975380237,SEKER
31637,656.711,229.7192546,175.510446,1.308863717,0.645190802,32045,200.702465,0.7618233481,0.9872679045,0.921842182,0.8736858622,0.007261094751,0.002609775196,0.7633269858,0.9990909957,SEKER
31675,657.431,236.7526321,171.2105592,1.3828156,0.6906782193,32009,200.8229633,0.7409356725,0.9895654347,0.9209289602,0.8482396225,0.007474431953,0.002386888739,0.7195104571,0.9949502844,SEKER
31682,646.721,210.0456816,192.2484159,1.092574316,0.4028419736,32026,200.8451524,0.773184303,0.9892587273,0.9518938631,0.9561974847,0.006629811301,0.003418781286,0.9143136297,0.9989555889,SEKER
31703,656.305,215.7089067,187.2724497,1.151845384,0.4962632809,32093,200.9117052,0.777110501,0.9878478173,0.9249085601,0.9314019909,0.006804053457,0.003158610884,0.8675096687,0.9992370076,SEKER
31748,641.826,219.7765183,184.1151053,1.193690859,0.5460726276,32020,201.0542441,0.7755899741,0.9915053092,0.968482156,0.9148122176,0.00692253113,0.002990697617,0.8368813935,0.9989776699,SEKER
31768,650.954,220.9594949,183.2920681,1.205504947,0.5584652592,32173,201.1175623,0.7776744186,0.9874118049,0.9421046298,0.9102010412,0.006955410944,0.002944773315,0.8284659354,0.9987197837,SEKER
31811,642.092,223.9846829,180.9171228,1.238051321,0.5895649687,32052,201.2536289,0.7738772929,0.9924809684,0.9696001361,0.8985151412,0.007041107883,0.002830885872,0.8073294589,0.9995153027,SEKER
31821,649.681,213.7356452,189.9692019,1.125106823,0.458286561,32168,201.2852592,0.7723543689,0.9892128824,0.9473781317,0.9417486679,0.006716811074,0.003258989446,0.8868905535,0.9978466129,SEKER
31823,662.532,222.8726889,181.8946963,1.225284154,0.5778581503,32274,201.2915846,0.7748478208,0.9860259032,0.9110396196,0.9031684661,0.007003509693,0.002874554588,0.8157132781,0.9994805535,SEKER
31837,656.404,224.9125542,180.4394219,1.246471264,0.5969683536,32238,201.3358572,0.785245659,0.9875612631,0.9285377475,0.8951739395,0.007064502126,0.002798279202,0.801336382,0.9988427727,SEKER
31915,640.718,216.3203615,188.0653069,1.150240653,0.4941383414,32184,201.5823407,0.7776559454,0.9916418096,0.9769466832,0.9318694701,0.006778015401,0.003152845203,0.8683807092,0.9988467944,SEKER
31972,639.974,213.6874805,190.6449473,1.120866215,0.4517054386,32246,201.7622728,0.7722705314,0.9915028221,0.9809683771,0.9441932316,0.006683581901,0.003276668971,0.8915008586,0.9992531933,SEKER
31992,640.338,212.8873637,191.4872537,1.111757361,0.4369684317,32258,201.8253689,0.774212284,0.9917539835,0.9804663762,0.9480382741,0.006654393714,0.003315826052,0.8987765691,0.9992214662,SEKER
31994,654.535,212.1713961,192.4225318,1.102632806,0.4213023766,32391,201.8316774,0.7897413112,0.987743509,0.9384532774,0.9512671411,0.006631599553,0.003349716391,0.9049091738,0.9977825411,SEKER
32015,653.676,212.9299893,191.8101346,1.110108127,0.4342069403,32375,201.897905,0.7618809643,0.9888803089,0.9415389489,0.9481891472,0.006650944535,0.003316217521,0.8990626589,0.9980567645,SEKER
32026,654.237,230.9790674,176.9318083,1.305469433,0.6428310651,32349,201.9325869,0.7794489875,0.9900151473,0.9402478734,0.8742462647,0.007212235915,0.002598871632,0.7643065314,0.9977788139,SEKER
32038,645.085,224.4823211,181.9408668,1.233820224,0.5857512998,32308,201.970415,0.7705146705,0.9916429367,0.9674786148,0.8997163518,0.007006752017,0.002832167693,0.8094895137,0.9987645335,SEKER
32044,652.651,216.1471468,188.9705403,1.143813985,0.4854435201,32395,201.9893264,0.7780691531,0.9891649946,0.9453542294,0.9344991564,0.006745323519,0.003173205523,0.8732886733,0.9988797977,SEKER
32057,642.082,215.9182853,189.3033869,1.140593884,0.4809714697,32301,202.030295,0.7798049089,0.9924460543,0.9771286582,0.9356794155,0.006735448896,0.003184597937,0.8754959687,0.9985853471,SEKER
32066,669.313,236.436655,173.2308993,1.364864213,0.680580172,32481,202.058653,0.7808786285,0.9872232998,0.8994895694,0.8545995245,0.007373437755,0.00242605347,0.7303403472,0.9968154032,SEKER
32109,663.582,224.4723523,182.3644962,1.230899418,0.5830809438,32567,202.1940863,0.7676253317,0.9859366844,0.9163205998,0.9007527397,0.006990948092,0.002838822294,0.8113554981,0.9986970107,SEKER
32114,648.566,222.6575074,183.8290361,1.211220556,0.5642361269,32393,202.2098285,0.7606708039,0.9913870281,0.9593915997,0.9081653292,0.006933347057,0.002909258919,0.8247642653,0.9989714322,SEKER
32167,654.893,217.960517,188.2047159,1.158103377,0.5043817531,32521,202.3766203,0.76059302,0.9891147259,0.9424964571,0.9285012857,0.006775904406,0.003106540864,0.8621146375,0.9984178727,SEKER
32213,658.216,221.4811143,185.2954324,1.195286422,0.5477843666,32585,202.5212716,0.7629073513,0.9885837042,0.9343383324,0.914395217,0.006875519645,0.002964975253,0.8361186129,0.999401225,SEKER
32218,653.595,222.7560714,184.4046839,1.207974042,0.5609755665,32566,202.5369884,0.7544315654,0.9893140085,0.9477439022,0.9092321798,0.006914025432,0.00291480783,0.8267031569,0.9986359537,SEKER
32233,665.493,221.2336837,185.5923729,1.192040817,0.5442895095,32710,202.5841313,0.7752044252,0.9854173036,0.9145840197,0.915702021,0.006863577194,0.002976781624,0.8385101913,0.9995383731,SEKER
32251,644.051,220.9809628,186.0277835,1.187892253,0.5397471425,32514,202.6406883,0.7640606491,0.9919111767,0.9770404216,0.9170051834,0.006851910414,0.002988674383,0.8408985064,0.998896821,SEKER
32258,654.808,220.8040301,186.2777558,1.185348348,0.5369189075,32612,202.6626784,0.7758056758,0.9891451,0.9454081638,0.917839581,0.006844938622,0.00299651496,0.8424294964,0.9985724117,SEKER
32262,652.419,222.6986563,184.5129929,1.206953791,0.5599415176,32563,202.6752432,0.7813135716,0.9907563799,0.9524626417,0.9100874094,0.006902816201,0.002921046679,0.8282590928,0.999670452,SEKER
32279,646.556,218.1816038,188.5531418,1.15713587,0.5031437257,32623,202.7286345,0.7901835985,0.9894552923,0.9703259437,0.9291738213,0.006759242969,0.00310789031,0.8633639903,0.9990294422,SEKER
32323,649.59,217.3714574,189.591319,1.146526426,0.4891499671,32615,202.8667587,0.7848436286,0.9910470642,0.9625933676,0.9332722943,0.006724977798,0.00314705339,0.8709971753,0.9986212783,SEKER
32338,653.602,221.4113413,186.136273,1.189512059,0.541530905,32672,202.9138251,0.7824908655,0.9897771792,0.9512535178,0.9164563288,0.006846785248,0.002979295412,0.8398922027,0.9990619034,SEKER
32355,657.166,221.279621,186.3604099,1.18737462,0.5391743278,32720,202.9671537,0.7837936047,0.9888447433,0.941458316,0.9172428656,0.006839116705,0.00298618801,0.8413344746,0.9989792023,SEKER
32368,675.385,221.6580649,186.1762293,1.190581987,0.5427019393,32806,203.0079249,0.7590994371,0.9866487838,0.8917085023,0.915860765,0.006848061818,0.002972112558,0.8388009409,0.9986612907,SEKER
32376,643.009,219.1300137,188.3004274,1.163725525,0.5114565207,32608,203.0330109,0.7843023256,0.9928851816,0.9840087315,0.926541314,0.006768285574,0.00307692984,0.8584788066,0.9990336999,SEKER
32433,653.76,219.8366971,188.0092368,1.169286684,0.5182614078,32775,203.2116585,0.7693201765,0.9895652174,0.9535869437,0.9243755077,0.006778179543,0.003052717038,0.8544700793,0.9991204857,SEKER
32465,653.85,225.2024494,183.6920946,1.225977906,0.5785098675,32767,203.3118831,0.7650344048,0.9907834101,0.9542650435,0.902796056,0.006936776511,0.002842471231,0.8150407186,0.9992219135,SEKER
32514,649.012,221.4454899,187.1344232,1.183349841,0.5346736437,32843,203.4652564,0.7849831,0.9899826447,0.9700068737,0.9188051492,0.00681077351,0.002994124691,0.8442029022,0.9989873701,SEKER
32518,651.651,221.2627854,187.2561106,1.181605154,0.5326964267,32811,203.4777716,0.7589152353,0.991070068,0.9622846511,0.9196204016,0.006804317159,0.003001917144,0.8457016831,0.9992854674,SEKER
32518,655.131,220.8211992,187.6655865,1.176673909,0.5270196045,32842,203.4777716,0.7940321832,0.9901345838,0.9520886554,0.9214594083,0.006790737413,0.003019962392,0.8490874412,0.9990990382,SEKER
32525,663.914,225.0778556,184.2147342,1.221823306,0.5745792539,33000,203.4996712,0.7690579779,0.9856060606,0.9272642491,0.9041301319,0.006920149287,0.002852456296,0.8174512954,0.9987810444,SEKER
32578,657.571,227.037574,182.8423057,1.241712486,0.5928139977,32901,203.6654067,0.781922043,0.9901826692,0.946779791,0.8970559503,0.006969045798,0.002783756259,0.804709378,0.9992176824,SEKER
32581,649.583,224.4241779,184.9234713,1.213605695,0.5666030911,32851,203.6747839,0.7720616114,0.9917810721,0.9702976346,0.9075438566,0.006888191826,0.002882408176,0.8236358517,0.99956916,SEKER
32615,664.789,218.1467463,191.002277,1.142115946,0.483095172,33016,203.7810289,0.8085628579,0.9878543736,0.927383997,0.9341465431,0.006688540435,0.003141746671,0.8726297639,0.9966443685,SEKER
32622,657.009,235.2708698,177.1581895,1.328027061,0.6580242879,32902,203.802896,0.7793119924,0.991489879,0.9496811325,0.8662478964,0.007212030831,0.002504990651,0.7503854181,0.9965321413,SEKER
32698,653.049,225.0141906,185.1437243,1.215348733,0.5683178519,32994,204.0401594,0.7676848308,0.9910286719,0.9634729275,0.9067879621,0.006881588802,0.002870063235,0.8222644081,0.9993380063,SEKER
32705,654.454,223.8758675,186.1499298,1.20266426,0.5555438328,33021,204.0619987,0.7794699461,0.9904303322,0.9595459232,0.911496183,0.006845310121,0.00291468958,0.8308252916,0.9992038842,SEKER
32713,660.043,215.4163208,193.4864621,1.113340533,0.4395915601,33020,204.0869551,0.7995160817,0.9907026045,0.9435953207,0.9474071153,0.006585037165,0.00327253697,0.8975802421,0.9993124649,SEKER
32729,656.679,214.2657207,194.793825,1.099961565,0.4165284657,33066,204.1368587,0.7691530363,0.9898082623,0.9537539372,0.9527275665,0.006546662614,0.00332716737,0.9076898159,0.9984239106,SEKER
32774,660.614,222.8700513,187.4792477,1.188771846,0.5407174025,33120,204.2771471,0.7901538165,0.9895531401,0.9437213211,0.916575134,0.006800209047,0.002960563021,0.8401099762,0.9986990872,SEKER
32775,649.807,220.0250995,189.8094038,1.159189666,0.5057644876,33062,204.2802636,0.7726308345,0.9913193394,0.9754023408,0.9284407281,0.006713199068,0.003076989558,0.8620021857,0.9992240261,SEKER
32795,651.03,225.2102521,185.6002312,1.213415795,0.566415511,33091,204.3425821,0.7759926175,0.9910549696,0.9723340531,0.9073413854,0.006867213053,0.002871065927,0.8232683896,0.9989668674,SEKER
32796,654.824,223.1453687,187.4192621,1.190621317,0.5427448781,33111,204.3456976,0.8008204527,0.9904865453,0.9611287425,0.9157514617,0.006804042221,0.002951598255,0.8386007397,0.9984559171,SEKER
32799,653.729,219.9055494,190.1123396,1.156713709,0.5026015934,33087,204.3550436,0.7461779962,0.991295675,0.9644394455,0.9292855233,0.006704641892,0.003084267485,0.8635715838,0.9989050894,SEKER
32829,658.101,221.5995,189.0026275,1.172467827,0.5220712626,33154,204.4484801,0.7897851661,0.9901972613,0.9525382332,0.9226035262,0.006750114228,0.003016833386,0.8511972666,0.9980014094,SEKER
32836,669.19,218.4060038,191.7587728,1.138962252,0.4786748962,33225,204.4702758,0.8029147105,0.9882919488,0.9214276197,0.9361934759,0.006651419289,0.003151784602,0.8764582243,0.9982528333,SEKER
32849,664.105,230.7223076,181.7436855,1.269492841,0.6160383779,33245,204.5107474,0.7465681818,0.9880884344,0.9359626473,0.8863934725,0.007023723936,0.002674566454,0.7856933882,0.9974321312,SEKER
32870,655.512,220.3581629,190.0206598,1.159653709,0.5063528337,33198,204.5761077,0.7812425726,0.9901198867,0.961276389,0.9283799836,0.006703929508,0.003071936788,0.861889394,0.9994932327,SEKER
32885,659.728,227.0674037,184.5596932,1.230319577,0.5825470945,33225,204.6227808,0.7856699159,0.9897667419,0.9494626319,0.90115436,0.00690489292,0.002808881797,0.8120791805,0.9991169135,SEKER
32920,671.612,219.0931338,191.4622125,1.144315272,0.4861326292,33376,204.7316434,0.7779747135,0.986337488,0.9171340044,0.9344502944,0.006655319983,0.003130210359,0.8731973527,0.9992130665,SEKER
32925,656.646,225.1281702,186.4615283,1.207370616,0.5603645269,33252,204.7471905,0.7686830248,0.9901660051,0.9595620012,0.9094694382,0.006837605777,0.002885600862,0.827134659,0.9986580825,SEKER
32934,668.197,221.4087308,189.6018111,1.167756413,0.5164075045,33401,204.7751722,0.7767086458,0.9860183827,0.9269265082,0.9248739716,0.006722801082,0.003034312134,0.8553918634,0.9988893344,SEKER
32947,668.231,209.6932927,200.2495993,1.047159612,0.2967208611,33336,204.8155836,0.7653193961,0.9883309335,0.9271980328,0.9767388405,0.006364564079,0.003573240585,0.9540187625,0.9990099172,SEKER
32951,688.26,226.6490462,185.5215755,1.221685649,0.5744478681,33524,204.8280162,0.7708016562,0.9829077676,0.8741247215,0.9037232658,0.006878366248,0.002830133432,0.8167157411,0.9977698998,SEKER
32988,676.797,224.7517099,187.1772945,1.20074238,0.5535467409,33461,204.9429826,0.7666992051,0.9858641403,0.9050008768,0.9118639525,0.006813135381,0.002905674568,0.831495868,0.998412327,SEKER
33006,669.769,223.5277491,188.2429412,1.187442927,0.5392499943,33458,204.9988888,0.7570183486,0.9864905254,0.9245974138,0.9171071135,0.006772336822,0.002955279496,0.8410854577,0.998740978,SEKER
33010,665.85,224.9712592,186.8900915,1.203762369,0.5566774242,33374,205.0113104,0.7915877317,0.9890933062,0.9356266427,0.9112777831,0.006815245659,0.002899108084,0.830427198,0.9996370108,SEKER
33013,652.684,223.7818539,188.0291423,1.190144523,0.542223823,33289,205.020626,0.789784689,0.9917089729,0.9738429464,0.9161628723,0.006778597943,0.002945848376,0.8393544085,0.998953052,SEKER
33019,655.703,224.4502114,187.5026272,1.197051022,0.549663318,33340,205.0392561,0.7643287037,0.9903719256,0.9650713855,0.9135177676,0.006797607784,0.002920141254,0.8345147117,0.9989566882,SEKER
33051,663.071,218.9513714,192.4739417,1.137563711,0.4766896755,33423,205.1385878,0.7779268465,0.9888699399,0.9446575502,0.9369139206,0.006624651943,0.003148774756,0.8778076945,0.9985621782,SEKER
33058,655.511,224.4458788,187.8781612,1.194635275,0.5470872834,33320,205.1603102,0.7992746615,0.9921368547,0.96677736,0.9140747483,0.006789457281,0.002923759655,0.8355326454,0.9981567718,SEKER
33062,667.966,222.0391436,189.7813412,1.169973519,0.5190889904,33439,205.1727219,0.7786622704,0.9887257394,0.9311727782,0.9240385216,0.006715841255,0.003020233296,0.8538471893,0.9989786008,SEKER
33078,659.456,235.5600775,178.9312328,1.316483846,0.6503915309,33333,205.2223615,0.7877214708,0.9923499235,0.9558229607,0.8712102818,0.007121351881,0.002530662194,0.7590073551,0.9992209221,SEKER
33078,652.214,221.3869025,190.3548121,1.163022358,0.5105826184,33327,205.2223615,0.7724173361,0.9925285804,0.9771671828,0.9269851069,0.006692874494,0.003048480848,0.8593013885,0.9993867273,SEKER
33089,663.915,217.3358221,194.2070489,1.119093377,0.4489030195,33466,205.2564817,0.7744102228,0.9887348354,0.9433406398,0.9444208494,0.006568219714,0.003223218146,0.8919307408,0.9981537847,SEKER
33090,653.809,228.406675,184.6885548,1.236712666,0.5883652824,33352,205.2595833,0.7693559637,0.9921443991,0.9727580692,0.898658427,0.006902589152,0.00277696491,0.8075869684,0.998753033,SEKER
33143,648.385,222.5263095,189.7373793,1.172812181,0.5224801568,33377,205.4238989,0.7699795558,0.9929891842,0.9906853996,0.9231443208,0.006714126951,0.003007791449,0.852195437,0.9994651889,SEKER
33159,653.801,222.4440287,189.98042,1.170878708,0.520175444,33415,205.4734778,0.7881114227,0.99233877,0.9748103413,0.9237086694,0.006708405823,0.003012584025,0.853237706,0.9990378626,SEKER
33168,680.621,234.315548,180.5827539,1.297552191,0.6372200519,33542,205.5013606,0.7612402745,0.9888498003,0.8997429642,0.8770282739,0.007064506392,0.002578196196,0.7691785933,0.998049369,SEKER
33171,654.338,222.253649,190.3614532,1.167534946,0.5161380427,33429,205.5106541,0.7902372784,0.9922821502,0.9735631874,0.9246671764,0.006700239637,0.003021425319,0.8550093871,0.9982533386,SEKER
33194,664.658,232.3085443,182.0856017,1.275820505,0.6210015723,33520,205.5818899,0.7736988089,0.990274463,0.944219534,0.8849519097,0.0069985101,0.002647671128,0.7831398825,0.9991459203,SEKER
33236,660.788,210.8580025,200.9273673,1.049424005,0.303273094,33611,205.711909,0.7682847896,0.9888429383,0.9565205816,0.9755945071,0.006344265329,0.003545181597,0.9517846423,0.9988256511,SEKER
33248,660.068,230.9698347,183.4292487,1.259176693,0.6076960241,33511,205.7490422,0.7876619838,0.9921518307,0.9589545684,0.890804821,0.006946879051,0.002698359037,0.7935332292,0.9991985471,SEKER
33251,658.962,217.452163,194.9834825,1.115233763,0.4426935029,33565,205.7583245,0.7579439252,0.9906450171,0.9622631013,0.9462233978,0.006539717993,0.003233802669,0.8953387185,0.9985119682,SEKER
33276,704.493,234.7881384,180.705496,1.299286096,0.6384619,33857,205.8356604,0.7596566524,0.98283959,0.8425343484,0.8766867943,0.007055780094,0.002571003444,0.7685797353,0.9986049634,SEKER
33316,670.587,229.2180829,185.2793615,1.237148493,0.5887565615,33699,205.9593374,0.7826168663,0.9886346776,0.9310059522,0.8985300583,0.006880120151,0.002766344261,0.8073562656,0.9988195875,SEKER
33319,668.601,225.0172378,188.8365103,1.191598158,0.5438088924,33732,205.9686102,0.7960387997,0.9877564331,0.9366293851,0.9153459184,0.006753421105,0.002924452628,0.8378581504,0.9983902287,SEKER
33325,674.433,223.8254842,189.7357064,1.179669807,0.530484185,33701,205.9871545,0.7989690722,0.988843061,0.9206666206,0.9203025084,0.006716443636,0.002971950422,0.8469567069,0.9991292552,SEKER
33330,653.776,224.3601667,189.4313875,1.184387496,0.5358420113,33580,206.0026068,0.7901849218,0.9925550923,0.9799123481,0.9181781681,0.006731478149,0.002951195987,0.8430511483,0.9984992384,SEKER
33333,679.262,220.5312914,192.7167056,1.144328878,0.486151306,33834,206.0118777,0.7722407562,0.98519241,0.9078406547,0.9341616617,0.006616004903,0.003107876411,0.8726580103,0.9986077616,SEKER
33338,659.103,232.2637945,182.9185092,1.269766497,0.6162553927,33639,206.0273281,0.7767474371,0.9910520527,0.9643680854,0.8870402232,0.006966938464,0.002660694376,0.7868403576,0.9991035242,SEKER
33344,661.508,225.3180561,188.668526,1.194253546,0.5466776795,33692,206.0458672,0.7633524874,0.9896711385,0.9575409585,0.9144667354,0.006757379321,0.002914940606,0.8362494101,0.9986938231,SEKER
33382,659.434,222.8701044,190.920249,1.167346605,0.5159086541,33730,206.1632423,0.7816883269,0.989682775,0.964671718,0.925037671,0.006676355653,0.00301548313,0.8556946927,0.9988922942,SEKER
33399,664.701,221.5599425,192.0898879,1.153418042,0.4983284149,33752,206.2157306,0.7614911081,0.9895413605,0.9499279441,0.9307446477,0.006633729827,0.003070857986,0.8662855993,0.99918944,SEKER
33421,654.804,219.5440823,194.0253903,1.131522436,0.4679308802,33691,206.2836368,0.7633851074,0.9919859903,0.9795049994,0.9396000778,0.006569045879,0.003158306208,0.8828483062,0.998962666,SEKER
33423,659.036,224.1680528,189.9810797,1.179949356,0.5308049735,33707,206.289809,0.7729827239,0.9915744504,0.967023472,0.9202462459,0.006706999754,0.002967045941,0.846853153,0.999243833,SEKER
33427,665.61,228.223182,186.6258656,1.222891486,0.5755962415,33789,206.3021528,0.7544916938,0.9892864542,0.9481293468,0.9039491562,0.006827510157,0.002812018234,0.8171240771,0.9992540766,SEKER
33429,658.605,229.4460905,185.6980934,1.235586679,0.5873512594,33713,206.3083245,0.7917436408,0.9915759499,0.9684633771,0.8991581595,0.006863683943,0.002767460293,0.8084853957,0.9989537854,SEKER
33431,666.841,219.9074077,193.6804685,1.135413444,0.4736067086,33788,206.3144959,0.7887088022,0.9894341186,0.9447450897,0.9381880224,0.00657794884,0.003143618172,0.8801967654,0.9993872405,SEKER
33433,657.349,225.0025125,189.5660154,1.186934863,0.5386866213,33708,206.3206672,0.7768070819,0.9918416993,0.9722841346,0.9169705033,0.006729952817,0.002935034733,0.840834904,0.9980162615,SEKER
33446,656.077,224.2339338,190.2565986,1.178586895,0.5292375241,33713,206.3607759,0.7678145087,0.9920802064,0.97643744,0.9202923589,0.006704357286,0.002966471482,0.8469380258,0.9981900582,SEKER
33447,664.412,226.1186154,188.7406408,1.198038824,0.5507087249,33791,206.3638608,0.770224525,0.9898197745,0.9521209008,0.9126354346,0.006760505139,0.002892998563,0.8329034365,0.9978506539,SEKER
33459,655.414,219.1299474,194.5431002,1.12638252,0.4602335771,33765,206.4008768,0.7863085166,0.9909373612,0.9787942133,0.9419108578,0.006549207909,0.003179858196,0.887196064,0.9993221385,SEKER
33468,659.987,224.4599389,189.9543464,1.181652029,0.5327497604,33748,206.4286344,0.7923295455,0.991703212,0.9655368691,0.9196680502,0.006706703087,0.002959465211,0.8457893225,0.9994286694,SEKER
33498,657.523,227.9380769,187.3160543,1.21686354,0.5697979371,33745,206.5211327,0.7814949608,0.9926803971,0.9736589143,0.9060405157,0.006804527939,0.002828578518,0.820909416,0.9989347377,SEKER
33534,657.067,218.8447518,195.1928536,1.121171948,0.4521856323,33793,206.6320761,0.7835046729,0.9923356908,0.9760586438,0.9441947976,0.006526055699,0.003199461964,0.8915038157,0.9995290695,SEKER
33538,658.284,227.5186814,187.9440519,1.210566012,0.5635823763,33800,206.6443995,0.7605161115,0.9922485207,0.9725690066,0.9082524486,0.006783907253,0.00284764583,0.8249225103,0.9986231537,SEKER
33539,662.418,223.6835362,191.2006021,1.169889288,0.5189876477,33915,206.6474802,0.7642648801,0.9889134601,0.96049636,0.9238385789,0.00666935616,0.002996732995,0.8534777198,0.9984744418,SEKER
33547,653.512,213.7540709,199.9257014,1.069167543,0.3538369941,33832,206.6721244,0.7835704109,0.9915760227,0.9870892437,0.9668687174,0.006371779025,0.003434871581,0.9348351166,0.9994953648,SEKER
33560,669.259,227.9361768,187.8565921,1.213352027,0.5663524882,33897,206.7121649,0.7398589065,0.9900581172,0.9415499743,0.9068861637,0.00679190038,0.002833884683,0.8224425139,0.9979122912,SEKER
33576,666.339,224.5887253,190.4630178,1.179172355,0.5299123033,33927,206.7614349,0.7617923993,0.9896542577,0.9502729232,0.920622505,0.006688966086,0.002963910638,0.8475457967,0.9994025734,SEKER
33583,657.754,221.7110512,192.9504091,1.149057171,0.4925595962,33868,206.7829868,0.7753024287,0.991584977,0.9754440361,0.9326688302,0.00660188343,0.003081466609,0.8698711469,0.9995316793,SEKER
33584,658.848,223.7351826,191.3544824,1.169218404,0.518178984,33884,206.7860655,0.7480565765,0.9911462637,0.972236276,0.9242447392,0.006661957556,0.002998676203,0.854228338,0.9987794942,SEKER
